,CountryName,RegionName,Date,PredictedDailyNewCases
84,Albania,,2020-11-16,1253.5582717082552
85,Albania,,2020-11-17,1324.3513832407239
86,Albania,,2020-11-18,1300.204143195453
87,Albania,,2020-11-19,1330.6322023165283
88,Albania,,2020-11-20,0.0
89,Albania,,2020-11-21,0.0
90,Albania,,2020-11-22,0.0
91,Albania,,2020-11-23,0.0
92,Andorra,,2020-11-01,145.12635753082085
93,Andorra,,2020-11-02,0.0
94,Andorra,,2020-11-03,8.426582733838202
95,Andorra,,2020-11-04,35.21104480290205
96,Andorra,,2020-11-05,21.879984208997744
97,Andorra,,2020-11-06,46.74690175749147
98,Andorra,,2020-11-07,42.205763666509554
99,Andorra,,2020-11-08,118.16843799160311
100,Andorra,,2020-11-09,0.0
101,Andorra,,2020-11-10,0.0
102,Andorra,,2020-11-11,0.0
103,Andorra,,2020-11-12,0.0
104,Andorra,,2020-11-13,0.0
105,Andorra,,2020-11-14,0.0
106,Andorra,,2020-11-15,0.0
107,Andorra,,2020-11-16,0.0
108,Andorra,,2020-11-17,0.0
109,Andorra,,2020-11-18,0.0
110,Andorra,,2020-11-19,0.0
111,Andorra,,2020-11-20,0.0
112,Andorra,,2020-11-21,0.0
113,Andorra,,2020-11-22,0.0
114,Andorra,,2020-11-23,0.0
115,United Arab Emirates,,2020-11-01,1218.305449328218
116,United Arab Emirates,,2020-11-02,1200.1908806684226
117,United Arab Emirates,,2020-11-03,1252.3171276906705
118,United Arab Emirates,,2020-11-04,1240.7098133679915
119,United Arab Emirates,,2020-11-05,1128.4900192194484
120,United Arab Emirates,,2020-11-06,1263.460864867168
121,United Arab Emirates,,2020-11-07,1242.5249077069811
122,United Arab Emirates,,2020-11-08,1204.0704914197372
123,United Arab Emirates,,2020-11-09,1183.5711790847977
124,United Arab Emirates,,2020-11-10,1228.575953655549
125,United Arab Emirates,,2020-11-11,1227.7289506381987
126,United Arab Emirates,,2020-11-12,1102.7130370700293
127,United Arab Emirates,,2020-11-13,1229.883502812862
128,United Arab Emirates,,2020-11-14,1210.7420939443703
129,United Arab Emirates,,2020-11-15,1166.359383815699
130,United Arab Emirates,,2020-11-16,1143.8429590070334
131,United Arab Emirates,,2020-11-17,0.0
132,United Arab Emirates,,2020-11-18,0.0
133,United Arab Emirates,,2020-11-19,0.0
134,United Arab Emirates,,2020-11-20,0.0
135,United Arab Emirates,,2020-11-21,0.0
136,United Arab Emirates,,2020-11-22,0.0
137,United Arab Emirates,,2020-11-23,0.0
138,Argentina,,2020-11-01,4179.723690109422
139,Argentina,,2020-11-02,6319.239300510566
140,Argentina,,2020-11-03,9205.871768739038
141,Argentina,,2020-11-04,9156.88350078038
142,Argentina,,2020-11-05,8593.531736366785
143,Argentina,,2020-11-06,8224.67904189911
144,Argentina,,2020-11-07,6066.346452776001
145,Argentina,,2020-11-08,2866.409426660867
146,Argentina,,2020-11-09,5057.246103842892
147,Argentina,,2020-11-10,7910.370453730517
148,Argentina,,2020-11-11,7794.6100845227065
149,Argentina,,2020-11-12,7337.493951357537
150,Argentina,,2020-11-13,6921.109286690381
151,Argentina,,2020-11-14,4704.6220426696755
152,Argentina,,2020-11-15,1593.575577616214
153,Argentina,,2020-11-16,3773.1792170359618
154,Argentina,,2020-11-17,0.0
155,Argentina,,2020-11-18,0.0
156,Argentina,,2020-11-19,0.0
157,Argentina,,2020-11-20,0.0
158,Argentina,,2020-11-21,0.0
159,Argentina,,2020-11-22,0.0
160,Argentina,,2020-11-23,0.0
161,Australia,,2020-11-01,17.23431682437822
162,Australia,,2020-11-02,16.274034473358434
163,Australia,,2020-11-03,0.0
164,Australia,,2020-11-04,22.918177213427285
165,Australia,,2020-11-05,0.0
166,Australia,,2020-11-06,5.059517885175063
167,Australia,,2020-11-07,17.56490900455825
168,Australia,,2020-11-08,14.962104424014047
169,Australia,,2020-11-09,17.08717422200196
170,Australia,,2020-11-10,0.08417978603788483
171,Australia,,2020-11-11,21.0904323799688
172,Australia,,2020-11-12,1.5590699855105994
173,Australia,,2020-11-13,3.62697699177874
174,Australia,,2020-11-14,16.80713939849361
175,Australia,,2020-11-15,14.872475036957983
176,Australia,,2020-11-16,15.736185949651885
177,Australia,,2020-11-17,0.0
178,Australia,,2020-11-18,0.0
179,Australia,,2020-11-19,0.0
180,Australia,,2020-11-20,0.0
181,Australia,,2020-11-21,0.0
182,Australia,,2020-11-22,0.0
183,Australia,,2020-11-23,0.0
184,Austria,,2020-11-01,4275.949636410678
185,Austria,,2020-11-02,3427.968787023383
186,Austria,,2020-11-03,5071.13757866476
187,Austria,,2020-11-04,5866.226238691472
188,Austria,,2020-11-05,5900.755763907628
189,Austria,,2020-11-06,6030.197629287399
190,Austria,,2020-11-07,5396.157218481911
191,Austria,,2020-11-08,3182.8118089051745
192,Austria,,2020-11-09,2306.900508051139
193,Austria,,2020-11-10,0.0
194,Austria,,2020-11-11,0.0
195,Austria,,2020-11-12,0.0
196,Austria,,2020-11-13,0.0
197,Austria,,2020-11-14,0.0
198,Austria,,2020-11-15,0.0
199,Austria,,2020-11-16,0.0
200,Austria,,2020-11-17,0.0
201,Austria,,2020-11-18,0.0
202,Austria,,2020-11-19,0.0
203,Austria,,2020-11-20,0.0
204,Austria,,2020-11-21,0.0
205,Austria,,2020-11-22,0.0
206,Austria,,2020-11-23,0.0
207,Azerbaijan,,2020-11-01,0.0
208,Azerbaijan,,2020-11-02,0.0
209,Azerbaijan,,2020-11-03,0.0
210,Azerbaijan,,2020-11-04,0.0
211,Azerbaijan,,2020-11-05,0.0
212,Azerbaijan,,2020-11-06,0.0
213,Azerbaijan,,2020-11-07,0.0
214,Azerbaijan,,2020-11-08,0.0
215,Azerbaijan,,2020-11-09,0.0
216,Azerbaijan,,2020-11-10,0.0
217,Azerbaijan,,2020-11-11,0.0
218,Azerbaijan,,2020-11-12,0.0
219,Azerbaijan,,2020-11-13,0.0
220,Azerbaijan,,2020-11-14,0.0
221,Azerbaijan,,2020-11-15,0.0
222,Azerbaijan,,2020-11-16,0.0
223,Azerbaijan,,2020-11-17,0.0
224,Azerbaijan,,2020-11-18,0.0
225,Azerbaijan,,2020-11-19,0.0
226,Azerbaijan,,2020-11-20,0.0
227,Azerbaijan,,2020-11-21,0.0
228,Azerbaijan,,2020-11-22,0.0
229,Azerbaijan,,2020-11-23,0.0
230,Azerbaijan,,2020-11-24,0.0
231,Azerbaijan,,2020-11-25,0.0
232,Azerbaijan,,2020-11-26,0.0
233,Azerbaijan,,2020-11-27,0.0
234,Azerbaijan,,2020-11-28,0.0
235,Azerbaijan,,2020-11-29,0.0
236,Azerbaijan,,2020-11-30,0.0
237,Azerbaijan,,2020-12-01,0.0
238,Azerbaijan,,2020-12-02,0.0
239,Azerbaijan,,2020-12-03,0.0
240,Azerbaijan,,2020-12-04,0.0
241,Azerbaijan,,2020-12-05,0.0
242,Azerbaijan,,2020-12-06,0.0
243,Azerbaijan,,2020-12-07,0.0
244,Azerbaijan,,2020-12-08,0.0
245,Azerbaijan,,2020-12-09,0.0
246,Azerbaijan,,2020-12-10,0.0
247,Azerbaijan,,2020-12-11,0.0
248,Azerbaijan,,2020-12-12,0.0
249,Azerbaijan,,2020-12-13,0.0
250,Azerbaijan,,2020-12-14,0.0
251,Azerbaijan,,2020-12-15,0.0
252,Azerbaijan,,2020-12-16,0.0
253,Azerbaijan,,2020-12-17,0.0
254,Azerbaijan,,2020-12-18,0.0
255,Azerbaijan,,2020-12-19,0.0
256,Azerbaijan,,2020-12-20,0.0
257,Azerbaijan,,2020-12-21,0.0
258,Azerbaijan,,2020-12-22,0.0
259,Azerbaijan,,2020-12-23,0.0
260,Azerbaijan,,2020-12-24,0.0
261,Azerbaijan,,2020-12-25,0.0
262,Azerbaijan,,2020-12-26,0.0
263,Azerbaijan,,2020-12-27,0.0
264,Azerbaijan,,2020-12-28,0.0
265,Azerbaijan,,2020-12-29,0.0
266,Azerbaijan,,2020-12-30,0.0
267,Azerbaijan,,2020-12-31,0.0
268,Burundi,,2020-11-01,4.805453676166897
269,Burundi,,2020-11-02,3.6949730531548752
270,Burundi,,2020-11-03,3.438532268173065
271,Burundi,,2020-11-04,13.779311227645252
272,Burundi,,2020-11-05,0.0
273,Burundi,,2020-11-06,10.00402175297897
274,Burundi,,2020-11-07,1.0654989223048092
275,Burundi,,2020-11-08,4.369726765817119
276,Burundi,,2020-11-09,4.137220813724856
277,Burundi,,2020-11-10,0.0
278,Burundi,,2020-11-11,0.0
279,Burundi,,2020-11-12,0.0
280,Burundi,,2020-11-13,0.0
281,Burundi,,2020-11-14,0.0
282,Burundi,,2020-11-15,0.0
283,Burundi,,2020-11-16,0.0
284,Burundi,,2020-11-17,0.0
285,Burundi,,2020-11-18,0.0
286,Burundi,,2020-11-19,0.0
287,Burundi,,2020-11-20,0.0
288,Burundi,,2020-11-21,0.0
289,Burundi,,2020-11-22,0.0
290,Burundi,,2020-11-23,0.0
291,Belgium,,2020-11-01,0.0
292,Belgium,,2020-11-02,3835.7225796394328
293,Belgium,,2020-11-03,3835.923347498858
294,Belgium,,2020-11-04,2634.4644921992635
295,Belgium,,2020-11-05,991.8229378086328
296,Belgium,,2020-11-06,543.9772532222995
297,Belgium,,2020-11-07,0.0
298,Belgium,,2020-11-08,0.0
299,Belgium,,2020-11-09,3059.9672823961837
300,Belgium,,2020-11-10,0.0
301,Belgium,,2020-11-11,0.0
302,Belgium,,2020-11-12,0.0
303,Belgium,,2020-11-13,0.0
304,Belgium,,2020-11-14,0.0
305,Belgium,,2020-11-15,0.0
306,Belgium,,2020-11-16,0.0
307,Belgium,,2020-11-17,0.0
308,Belgium,,2020-11-18,0.0
309,Belgium,,2020-11-19,0.0
310,Belgium,,2020-11-20,0.0
311,Belgium,,2020-11-21,0.0
312,Belgium,,2020-11-22,0.0
313,Belgium,,2020-11-23,0.0
314,Benin,,2020-11-01,0.0
315,Benin,,2020-11-02,0.0
316,Benin,,2020-11-03,0.0
317,Benin,,2020-11-04,0.0
318,Benin,,2020-11-05,0.0
319,Benin,,2020-11-06,0.0
320,Benin,,2020-11-07,0.0
321,Benin,,2020-11-08,0.0
322,Benin,,2020-11-09,0.0
323,Benin,,2020-11-10,0.0
324,Benin,,2020-11-11,0.0
325,Benin,,2020-11-12,0.0
326,Benin,,2020-11-13,0.0
327,Benin,,2020-11-14,0.0
328,Benin,,2020-11-15,0.0
329,Benin,,2020-11-16,0.0
330,Benin,,2020-11-17,0.0
331,Benin,,2020-11-18,0.0
332,Benin,,2020-11-19,0.0
333,Benin,,2020-11-20,0.0
334,Benin,,2020-11-21,0.0
335,Benin,,2020-11-22,0.0
336,Benin,,2020-11-23,0.0
337,Benin,,2020-11-24,0.0
338,Benin,,2020-11-25,0.0
339,Benin,,2020-11-26,0.0
340,Benin,,2020-11-27,0.0
341,Benin,,2020-11-28,0.0
342,Benin,,2020-11-29,0.0
343,Benin,,2020-11-30,0.0
344,Benin,,2020-12-01,0.0
345,Benin,,2020-12-02,0.0
346,Benin,,2020-12-03,0.0
347,Benin,,2020-12-04,0.0
348,Benin,,2020-12-05,0.0
349,Benin,,2020-12-06,0.0
350,Benin,,2020-12-07,0.0
351,Benin,,2020-12-08,0.0
352,Benin,,2020-12-09,0.0
353,Benin,,2020-12-10,0.0
354,Benin,,2020-12-11,0.0
355,Benin,,2020-12-12,0.0
356,Benin,,2020-12-13,0.0
357,Benin,,2020-12-14,0.0
358,Benin,,2020-12-15,0.0
359,Benin,,2020-12-16,0.0
360,Benin,,2020-12-17,0.0
361,Benin,,2020-12-18,0.0
362,Benin,,2020-12-19,0.0
363,Benin,,2020-12-20,0.0
364,Benin,,2020-12-21,0.0
365,Benin,,2020-12-22,0.0
366,Benin,,2020-12-23,0.0
367,Benin,,2020-12-24,0.0
368,Benin,,2020-12-25,0.0
369,Benin,,2020-12-26,0.0
370,Benin,,2020-12-27,0.0
371,Benin,,2020-12-28,0.0
372,Benin,,2020-12-29,0.0
373,Benin,,2020-12-30,0.0
374,Benin,,2020-12-31,0.0
375,Burkina Faso,,2020-11-01,0.0
376,Burkina Faso,,2020-11-02,12.133659621288466
377,Burkina Faso,,2020-11-03,2.1964175705503894
378,Burkina Faso,,2020-11-04,22.850098325352644
379,Burkina Faso,,2020-11-05,8.95166744356986
380,Burkina Faso,,2020-11-06,0.0
381,Burkina Faso,,2020-11-07,17.169721477949395
382,Burkina Faso,,2020-11-08,3.4219961782669976
383,Burkina Faso,,2020-11-09,10.470341121960864
384,Burkina Faso,,2020-11-10,0.0
385,Burkina Faso,,2020-11-11,21.161348407025468
386,Burkina Faso,,2020-11-12,10.388056250147944
387,Burkina Faso,,2020-11-13,0.042653841949215336
388,Burkina Faso,,2020-11-14,16.799042118908147
389,Burkina Faso,,2020-11-15,2.296849070016302
390,Burkina Faso,,2020-11-16,10.572781075599304
391,Burkina Faso,,2020-11-17,0.0
392,Burkina Faso,,2020-11-18,0.0
393,Burkina Faso,,2020-11-19,0.0
394,Burkina Faso,,2020-11-20,0.0
395,Burkina Faso,,2020-11-21,0.0
396,Burkina Faso,,2020-11-22,0.0
397,Burkina Faso,,2020-11-23,0.0
398,Bangladesh,,2020-11-01,2250.5228057406057
399,Bangladesh,,2020-11-02,2523.667846894936
400,Bangladesh,,2020-11-03,2551.0418709573455
401,Bangladesh,,2020-11-04,2417.067296487448
402,Bangladesh,,2020-11-05,2704.797988756823
403,Bangladesh,,2020-11-06,2552.944872451245
404,Bangladesh,,2020-11-07,2116.9122671076966
405,Bangladesh,,2020-11-08,2541.8023239045533
406,Bangladesh,,2020-11-09,2805.3452308771157
407,Bangladesh,,2020-11-10,2831.090452454626
408,Bangladesh,,2020-11-11,2694.623502141368
409,Bangladesh,,2020-11-12,2956.645416359999
410,Bangladesh,,2020-11-13,2810.4373291227616
411,Bangladesh,,2020-11-14,2360.1395021093417
412,Bangladesh,,2020-11-15,2764.7022469368126
413,Bangladesh,,2020-11-16,3020.1847071249276
414,Bangladesh,,2020-11-17,3031.3028937489744
415,Bangladesh,,2020-11-18,2879.8152985708803
416,Bangladesh,,2020-11-19,3134.1854864607662
417,Bangladesh,,2020-11-20,2969.9611070290766
418,Bangladesh,,2020-11-21,2508.3579876296085
419,Bangladesh,,2020-11-22,2902.1464663903143
420,Bangladesh,,2020-11-23,0.0
421,Bulgaria,,2020-11-01,860.1730332387775
422,Bulgaria,,2020-11-02,3590.2382424116486
423,Bulgaria,,2020-11-03,4934.136562780278
424,Bulgaria,,2020-11-04,3813.564580460299
425,Bulgaria,,2020-11-05,3908.826387432074
426,Bulgaria,,2020-11-06,3816.245772876179
427,Bulgaria,,2020-11-07,2277.788405391282
428,Bulgaria,,2020-11-08,764.1362611279089
429,Bulgaria,,2020-11-09,3472.038574435985
430,Bulgaria,,2020-11-10,4803.889682008885
431,Bulgaria,,2020-11-11,3702.7143507676624
432,Bulgaria,,2020-11-12,3730.880419618181
433,Bulgaria,,2020-11-13,3669.9344621299933
434,Bulgaria,,2020-11-14,2065.4003447273035
435,Bulgaria,,2020-11-15,567.4085678920749
436,Bulgaria,,2020-11-16,3270.62081182023
437,Bulgaria,,2020-11-17,0.0
438,Bulgaria,,2020-11-18,0.0
439,Bulgaria,,2020-11-19,0.0
440,Bulgaria,,2020-11-20,0.0
441,Bulgaria,,2020-11-21,0.0
442,Bulgaria,,2020-11-22,0.0
443,Bulgaria,,2020-11-23,0.0
444,Bahrain,,2020-11-01,158.46824738751815
445,Bahrain,,2020-11-02,143.17811850265372
446,Bahrain,,2020-11-03,89.11354374970556
447,Bahrain,,2020-11-04,147.4843251592163
448,Bahrain,,2020-11-05,109.80544962827823
449,Bahrain,,2020-11-06,114.27123299983589
450,Bahrain,,2020-11-07,88.48455241693665
451,Bahrain,,2020-11-08,126.97499286014367
452,Bahrain,,2020-11-09,113.9083164415054
453,Bahrain,,2020-11-10,60.6096202920282
454,Bahrain,,2020-11-11,117.62138474390966
455,Bahrain,,2020-11-12,80.67829634550034
456,Bahrain,,2020-11-13,87.60023886984918
457,Bahrain,,2020-11-14,61.92913039102
458,Bahrain,,2020-11-15,100.49666134130442
459,Bahrain,,2020-11-16,0.0
460,Bahrain,,2020-11-17,0.0
461,Bahrain,,2020-11-18,0.0
462,Bahrain,,2020-11-19,0.0
463,Bahrain,,2020-11-20,0.0
464,Bahrain,,2020-11-21,0.0
465,Bahrain,,2020-11-22,0.0
466,Bahrain,,2020-11-23,0.0
467,Bahamas,,2020-11-01,0.0
468,Bahamas,,2020-11-02,0.0
469,Bahamas,,2020-11-03,0.0
470,Bahamas,,2020-11-04,0.0
471,Bahamas,,2020-11-05,0.0
472,Bahamas,,2020-11-06,0.0
473,Bahamas,,2020-11-07,0.0
474,Bahamas,,2020-11-08,0.0
475,Bahamas,,2020-11-09,0.0
476,Bahamas,,2020-11-10,0.0
477,Bahamas,,2020-11-11,0.0
478,Bahamas,,2020-11-12,0.0
479,Bahamas,,2020-11-13,0.0
480,Bahamas,,2020-11-14,0.0
481,Bahamas,,2020-11-15,0.0
482,Bahamas,,2020-11-16,0.0
483,Bahamas,,2020-11-17,0.0
484,Bahamas,,2020-11-18,0.0
485,Bahamas,,2020-11-19,0.0
486,Bahamas,,2020-11-20,0.0
487,Bahamas,,2020-11-21,0.0
488,Bahamas,,2020-11-22,0.0
489,Bahamas,,2020-11-23,0.0
490,Bahamas,,2020-11-24,0.0
491,Bahamas,,2020-11-25,0.0
492,Bahamas,,2020-11-26,0.0
493,Bahamas,,2020-11-27,0.0
494,Bahamas,,2020-11-28,0.0
495,Bahamas,,2020-11-29,0.0
496,Bahamas,,2020-11-30,0.0
497,Bahamas,,2020-12-01,0.0
498,Bahamas,,2020-12-02,0.0
499,Bahamas,,2020-12-03,0.0
500,Bahamas,,2020-12-04,0.0
501,Bahamas,,2020-12-05,0.0
502,Bahamas,,2020-12-06,0.0
503,Bahamas,,2020-12-07,0.0
504,Bahamas,,2020-12-08,0.0
505,Bahamas,,2020-12-09,0.0
506,Bahamas,,2020-12-10,0.0
507,Bahamas,,2020-12-11,0.0
508,Bahamas,,2020-12-12,0.0
509,Bahamas,,2020-12-13,0.0
510,Bahamas,,2020-12-14,0.0
511,Bahamas,,2020-12-15,0.0
512,Bahamas,,2020-12-16,0.0
513,Bahamas,,2020-12-17,0.0
514,Bahamas,,2020-12-18,0.0
515,Bahamas,,2020-12-19,0.0
516,Bahamas,,2020-12-20,0.0
517,Bahamas,,2020-12-21,0.0
518,Bahamas,,2020-12-22,0.0
519,Bahamas,,2020-12-23,0.0
520,Bahamas,,2020-12-24,0.0
521,Bahamas,,2020-12-25,0.0
522,Bahamas,,2020-12-26,0.0
523,Bahamas,,2020-12-27,0.0
524,Bahamas,,2020-12-28,0.0
525,Bahamas,,2020-12-29,0.0
526,Bahamas,,2020-12-30,0.0
527,Bahamas,,2020-12-31,0.0
528,Bosnia and Herzegovina,,2020-11-01,0.0
529,Bosnia and Herzegovina,,2020-11-02,1974.3307551740302
530,Bosnia and Herzegovina,,2020-11-03,478.89732723172517
531,Bosnia and Herzegovina,,2020-11-04,1458.590864637151
532,Bosnia and Herzegovina,,2020-11-05,877.5789160776442
533,Bosnia and Herzegovina,,2020-11-06,1114.3552768448444
534,Bosnia and Herzegovina,,2020-11-07,1096.6936360257246
535,Bosnia and Herzegovina,,2020-11-08,0.0
536,Bosnia and Herzegovina,,2020-11-09,1673.2078834365198
537,Bosnia and Herzegovina,,2020-11-10,405.4547927380815
538,Bosnia and Herzegovina,,2020-11-11,1228.8406465563369
539,Bosnia and Herzegovina,,2020-11-12,703.6260971214246
540,Bosnia and Herzegovina,,2020-11-13,899.8104222185965
541,Bosnia and Herzegovina,,2020-11-14,910.0767998522871
542,Bosnia and Herzegovina,,2020-11-15,0.0
543,Bosnia and Herzegovina,,2020-11-16,1515.4767534324792
544,Bosnia and Herzegovina,,2020-11-17,190.85363124581693
545,Bosnia and Herzegovina,,2020-11-18,1072.834675601077
546,Bosnia and Herzegovina,,2020-11-19,0.0
547,Bosnia and Herzegovina,,2020-11-20,0.0
548,Bosnia and Herzegovina,,2020-11-21,0.0
549,Bosnia and Herzegovina,,2020-11-22,0.0
550,Bosnia and Herzegovina,,2020-11-23,0.0
551,Belarus,,2020-11-01,0.0
552,Belarus,,2020-11-02,0.0
553,Belarus,,2020-11-03,0.0
554,Belarus,,2020-11-04,0.0
555,Belarus,,2020-11-05,0.0
556,Belarus,,2020-11-06,0.0
557,Belarus,,2020-11-07,0.0
558,Belarus,,2020-11-08,0.0
559,Belarus,,2020-11-09,0.0
560,Belarus,,2020-11-10,0.0
561,Belarus,,2020-11-11,0.0
562,Belarus,,2020-11-12,0.0
563,Belarus,,2020-11-13,0.0
564,Belarus,,2020-11-14,0.0
565,Belarus,,2020-11-15,0.0
566,Belarus,,2020-11-16,0.0
567,Belarus,,2020-11-17,0.0
568,Belarus,,2020-11-18,0.0
569,Belarus,,2020-11-19,0.0
570,Belarus,,2020-11-20,0.0
571,Belarus,,2020-11-21,0.0
572,Belarus,,2020-11-22,0.0
573,Belarus,,2020-11-23,0.0
574,Belarus,,2020-11-24,0.0
575,Belarus,,2020-11-25,0.0
576,Belarus,,2020-11-26,0.0
577,Belarus,,2020-11-27,0.0
578,Belarus,,2020-11-28,0.0
579,Belarus,,2020-11-29,0.0
580,Belarus,,2020-11-30,0.0
581,Belarus,,2020-12-01,0.0
582,Belarus,,2020-12-02,0.0
583,Belarus,,2020-12-03,0.0
584,Belarus,,2020-12-04,0.0
585,Belarus,,2020-12-05,0.0
586,Belarus,,2020-12-06,0.0
587,Belarus,,2020-12-07,0.0
588,Belarus,,2020-12-08,0.0
589,Belarus,,2020-12-09,0.0
590,Belarus,,2020-12-10,0.0
591,Belarus,,2020-12-11,0.0
592,Belarus,,2020-12-12,0.0
593,Belarus,,2020-12-13,0.0
594,Belarus,,2020-12-14,0.0
595,Belarus,,2020-12-15,0.0
596,Belarus,,2020-12-16,0.0
597,Belarus,,2020-12-17,0.0
598,Belarus,,2020-12-18,0.0
599,Belarus,,2020-12-19,0.0
600,Belarus,,2020-12-20,0.0
601,Belarus,,2020-12-21,0.0
602,Belarus,,2020-12-22,0.0
603,Belarus,,2020-12-23,0.0
604,Belarus,,2020-12-24,0.0
605,Belarus,,2020-12-25,0.0
606,Belarus,,2020-12-26,0.0
607,Belarus,,2020-12-27,0.0
608,Belarus,,2020-12-28,0.0
609,Belarus,,2020-12-29,0.0
610,Belarus,,2020-12-30,0.0
611,Belarus,,2020-12-31,0.0
612,Belize,,2020-11-01,51.98376412312252
613,Belize,,2020-11-02,0.0
614,Belize,,2020-11-03,16.995790502308374
615,Belize,,2020-11-04,32.92050057958083
616,Belize,,2020-11-05,50.95028315801608
617,Belize,,2020-11-06,25.789343154521788
618,Belize,,2020-11-07,51.200683970790365
619,Belize,,2020-11-08,43.08814723169119
620,Belize,,2020-11-09,0.0
621,Belize,,2020-11-10,10.070479849575147
622,Belize,,2020-11-11,22.147171514350017
623,Belize,,2020-11-12,42.86955040603772
624,Belize,,2020-11-13,18.28763714243586
625,Belize,,2020-11-14,41.16536388296392
626,Belize,,2020-11-15,35.948412965023905
627,Belize,,2020-11-16,0.0
628,Belize,,2020-11-17,2.3380888657344974
629,Belize,,2020-11-18,16.062797443661445
630,Belize,,2020-11-19,36.198087377499554
631,Belize,,2020-11-20,12.106221053246099
632,Belize,,2020-11-21,36.14595053214087
633,Belize,,2020-11-22,30.369570358891146
634,Belize,,2020-11-23,0.0
635,Bermuda,,2020-11-01,0.0
636,Bermuda,,2020-11-02,0.6825239941285884
637,Bermuda,,2020-11-03,0.0
638,Bermuda,,2020-11-04,0.8046205688213858
639,Bermuda,,2020-11-05,1.797637600234502
640,Bermuda,,2020-11-06,0.9943753636481479
641,Bermuda,,2020-11-07,0.0
642,Bermuda,,2020-11-08,0.0
643,Bermuda,,2020-11-09,0.5610121613683173
644,Bermuda,,2020-11-10,0.0
645,Bermuda,,2020-11-11,0.6973899045595445
646,Bermuda,,2020-11-12,1.6859878116075147
647,Bermuda,,2020-11-13,0.8233578127443527
648,Bermuda,,2020-11-14,0.0
649,Bermuda,,2020-11-15,0.0
650,Bermuda,,2020-11-16,0.43706955009571113
